Date,Location,Latitude,Longitude,Operator,Route,Type,Aboard,Fatalities,Ground
08/29/1960,"Off Dakar, Senegal",14.716677,-17.4676861,Air France,Paris - Dakar,Lockheed 1049G Super Constellation,63,63,0
09/19/1960,"Agana, Guam, Mariana Islands",13.4769279,144.7542853,World Airways,Guam - Wake Island,Douglas DC-6AB,94,80,0
09/22/1960,"Off Naha, Okinawa",26.2125758,127.6790208,Military - U.S. Marine Corps,"Atsugi, Japan - Subi Point, Philippines",Douglas R5D-3,29,29,0
09/26/1960,"Moscow, Russia",55.755826,37.6173,Austrian Airlines,Warsaw - Moscow,Vickers Viscount 837,37,31,0
09/28/1960,"Near Juchetipec, Mexico",19.091141,-98.881554,Mexicana,Tapachula - Mexico City,Douglas DC-3 (C-53-DO),18,8,0
09/29/1960,"Off Elba, Italy",42.7781867,10.1927389,United Arab Airlines,Geneva - Rome,Vickers Viscount 739B,21,21,0
10-04-1960,"Boston, Massachusett",42.3600825,-71.0588801,Eastern Air Lines,Boston - Philadelphia,Lockheed 188A Electra,72,62,0
10/14/1960,"Elba, Italy",42.7781867,10.1927389,Itavia,Rome - Genoa,de Havilland DH-114 Heron 2,11,11,0
10/15/1960,"Plain City, Utah",41.2979981,-112.0860538,Capitol Airways,"Rapid City, South Dakota - Ogden, UT",Curtiss C-46F,2,2,0
10/21/1960,"Ust-Orda, Russia",61.52401,105.318756,Aeroflot,,Tupolev Tu-104A,3,3,0
10/28/1960,"Near Missoula, Montana",46.8721284,-113.9940314,Northwest Orient Airlines,Spokane - Missoula,Douglas C-54A-DC,12,12,0
10/29/1960,"Toledo, Ohio",41.6528052,-83.5378674,ArctiPacific,"Toledo - Kansas City, MO",Curtiss C-46F-1-CU,48,22,0
11-05-1960,"Bhairawa, Nepal",27.5065119,83.4376749,Royal Nepal Airlines,,Douglas C-47A,4,4,0
11-07-1960,"Near Quito, Ecuador",-0.1806532,-78.4678382,AREA,Guayaquil - Quito,Fairchild F-27A,37,37,0
11/23/1960,"Manila, Philippines",14.5995124,120.9842195,Philippine Air Lines,Iloilo - Manila,Douglas DC-3,33,33,0
12-07-1960,"Cachimbo, Brazil",-14.235004,-51.92528,REAL,Cuiaba - Manaus,Curtiss C-46A-60-CK,15,15,0
12-11-1960,"San Andres de Giles, Argentina",-34.4429759,-59.4472466,Military - Argentine Air Force,Buenos Aires - Lima,Avro 691 Lancastrian IV,31,31,0
04-03-1961,"Llico, Chile",-34.7635133,-72.0797766,LAN,Temuco - Santiago,Douglas DC-3,24,24,0
05-10-1961,"Stah, Algeria",28.033886,1.659626,Air France,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,78,78,0
05/24/1961,"Near Tacoma, Washington",47.2528768,-122.4442906,Military - U.S. Air Force,,Douglas C-124A-DL,22,22,0
12/16/1960,"Staten Island / Brooklyn, New York",40.5795317,-74.1502007,United Air Lines / Trans World Airlines,Chicago - New York City / Columbus - New York City,MD DC-8-11 / Lockheed  1049 S Const,128,128,6
12/17/1960,"Munich, West Germany",48.1351253,11.5819806,Military - U.S. Air Force,"Munich - Northolt AB, England",Convair C-131D (CV-340-79),20,20,31
12/22/1960,"Cebu City, Philippines",10.3156992,123.8854366,Philippine Air Lines,Cebu - Davao,Douglas DC-3,37,28,0
01-02-1961,"Ruzyne, Czechoslovakia",50.0861399,14.3124384,Ceskoslovenske Aerolinie,,Avia 14,10,10,0
01-03-1961,"Koivulahti, Finland",63.1606218,21.8418931,Finnair,Kokkola - Vaasa,Douglas DC-3,25,25,0
01/19/1961,"New York, New York (Idlewild)",40.6457482,-73.7780172,Aeronaves de Mexico,New York - Mexico City,McDonnell Douglas DC-8-21,106,4,0
01/22/1961,Midway Island Naval Air Station,28.2072168,-177.3734926,Military - U.S. Navy,,Lockheed WV-2 Super Constellation,22,6,3
01/24/1961,"Mt. Burangrang, Indonesia",-6.7741667,107.5555556,Garuda Indonesia Airlines,Jakarta - Bandung,Douglas DC-3,21,21,0
01/26/1961,"Off Argentia, Azores",37.7412488,-25.6755944,Military - U.S. Air Force,"Azores - Argentia,Newfoundland",Douglas C-118A,23,23,0
01/28/1961,"Off Montauk Point, New York",41.0720465,-71.8572881,American Airlines,Training,Boeing 707-123,6,6,0
02-03-1961,"Off Surabaya, Indonesia",-7.2574719,112.7520883,Garuda Indonesia Airlines,Surabaya - Balikpapan,Douglas DC-3,26,26,0
02/15/1961,"Near Brussels, Belgium",50.8260453,4.3802052,Sabena,New York City - Brussels,Boeing B-707-320,72,72,1
03-09-1961,"Near Caracas, Venezuela",10.4805937,-66.9036063,Linea Aeropostal Venezolana,San Antonio-Maiquetia,Douglas DC-3,12,12,0
03/25/1961,"Near Natal, Brazil",-5.7841695,-35.1999708,Military - Brazilian Air Force,Rio de Janerio - Belem,Douglas C-47DL,28,23,0
03/28/1961,"Russelbach, East Germany",49.606944,11.256389,Ceskoslovenske Aerolinie,Prague - Zurich,Ilyushin IL-18,52,52,0
05/29/1961,Singapore,1.352083,103.819836,Military - Royal Air Force,,Handley Page Hastings C-2,13,13,0
05/30/1961,"Near Lisbon, Portugal",38.7222524,-9.1393366,KLM Royal Dutch Airlines,"Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas",McDonnell Douglas DC-8-53,61,61,0
06-12-1961,"Cairo, Egypt",30.0444196,31.2357116,KLM Royal Dutch Airlines,Rome - Cairo,Lockheed L-188C Electra,36,20,0
06/17/1961,"Near Kano, Nigeria",12.0021794,8.5919561,Continentale Deutsche Luftreederei,Tripoli - Kano,Douglas C-54B-1-DC,7,1,0
06/30/1961,"Buenos Aires, Argentina",-34.6036844,-58.3815591,Transcontinental,Salta - Cordoba - Buenos Aires,Curtiss C-46A,35,24,0
07-10-1961,"Odessa, Ukraine, USSR",46.482526,30.7233095,Aeroflot,,Tupolev TU-104B,85,1,0
07-11-1961,"Denver, Colorado",39.7392358,-104.990251,United Air Lines,Omaha - Denver,McDonnell Douglas DC-8-12,122,17,1
07-12-1961,"Casablanca, Morocco",33.5731104,-7.5898434,Ceskoslovenske Aerolinie,Zurich - Rabat,Ilyushin IL-18B,72,72,0
07/19/1961,"Near Azul, Argentina",-36.7749672,-59.8540382,Aerolineas Argentinas,Buenos Aires - Comodoro,Douglas DC-6,67,67,0
07/21/1961,"Shemya, Alaska",52.7228375,174.1123656,Alaska Airlines,Seattle - Shemya AFB,Douglas DC-6A,6,6,0
08-06-1961,"Budapest, Hungary",47.497912,19.040235,Malev Hungarian Airlines,,Douglas DC-3,27,27,3
08-09-1961,"Sola, Norway",58.8617599,5.2061383,Cunard Eagle Airways,London - Sola,Vickers Viking 3B,39,39,0
08/13/1961,"Near Pha Khao, Laos",18.6591233,104.6095976,Air America,,Curtiss C-46F,6,6,0
08/29/1961,"Sondreströmfjord, Greenland",71.706936,-42.604303,Eastern Provincial Airways,,de Havilland Canada DHC-3 Otter,6,1,0
09-01-1961,"Near Hinsdale, Illinois",41.8008642,-87.9370052,Trans World Airlines,Chicago - Las Vegas,Lockheed 049 Constellation,78,78,0
09-05-1961,"Near Sendafar, Ethiopia",9.1495559,39.0241756,Ethiopian Airlines,Addis Ababa - Asmara,Douglas DC-3,19,5,0
09-06-1961,"Cerro del Aernal, Costa Rica",10.5052242,-84.8724284,Lineas Aéreas Costarricenses,,Douglas DC-3,2,2,0
12/29/1961,"Surabaya, Indonesia",-7.2574719,112.7520883,Garuda Indonesia Airlines,,Douglas DC-3,14,14,0
09-10-1961,"Shannon, Ireland",52.7117822,-8.8783365,President Airlines,Shannon - Gander,Douglas DC-6B,83,83,0
09-12-1961,"Near Rabat, Morrocco",33.9715904,-6.8498129,Air France,Paris - Rabat,Sud-Aviation Caravelle III,77,77,0
09/17/1961,"Ndola, Zambia",-12.9906407,28.6498144,United Nations Organization,Leopoldville - Ndola,Douglas DC-6B,16,16,0
09/17/1961,"Chicago, Illinois",41.8781136,-87.6297982,Northwest Orient Airlines,Chicago - Tampa,Lockheed 188C  Electra,37,37,0
09/23/1961,"Ankara, Turkey",39.9333635,32.8597419,Turkish Airlines (THY),Adana - Ankara,Fokker F-27 Friendship 100,29,28,0
10-07-1961,"Mt. Canigou, France",42.5188823,2.456656,Derby Aviation,London - Perpignan,Douglas DC-3,34,34,0
10-10-1961,"El Adem, Libya",31.8586974,23.9179589,Military - Royal Air Force,,Handley Page Hastings C-2,37,17,0
11-01-1961,"Les Prevosts, Guernsey",49.4469581,-2.6020901,Bristol 170 Freighter 31M,Cherboug - Les Prevosts,Silver City Airways,10,2,0
11-01-1961,"Near Recife, Brazil",-8.0577401,-34.8829629,Panair do Brasil,Lisbon - Ilha do Sal - Recife,Douglas DC-7C,45,45,0
11-08-1961,"Near Richmond, Virginia",37.5407246,-77.4360481,Imperial Airways,Baltimore - Columbia SC,Lockheed C-69 Constellation,79,77,0
11-11-1961,Off Puerto Rico,18.220833,-66.590149,Air Haiti International,"San Juan, PR - Managua",Lockheed L-749A Constellation,3,3,0
11/23/1961,"Campinas, Brazil",-22.9050824,-47.0613327,Aerolineas Argentinas,Sao Paulo - Trinidad,de Havilland Comet 4,52,52,0
11/23/1961,Sao Tomé,0.18636,6.613081,Military - Força Aérea Portuguesa,,Douglas C-54 Skymaster,35,21,0
11/30/1961,"Sydney, NSW, Australia",-33.8688197,151.2092955,Ansett ANA,Sydney - Canberra,Vickers Viscount 720,15,15,0
12-04-1961,"Mainz, Germany",49.9928617,8.2472526,Lufthansa,Training,Boeing 720-030B,3,3,0
12-12-1961,"Chievres, Belgium",50.5859526,3.8061103,Military - Belgian Air Force,,Fairchild C-119G / Fairchild C-119,13,13,8
12/15/1961,"Managua, Nicaragua",12.1149926,-86.2361744,Lanica,,Curtiss C-46,2,2,0
12/21/1961,"Ankara, Turkey",39.9333635,32.8597419,British European Airways,Ankara - Nicosia,de Havilland Comet 4B,34,27,0
12/24/1961,"Old Harbor, Kodiak Island, Alaska",57.20416,-153.3045379,Kodiak Airways,Old Harbor - Kaguyak,Grumman G-21A Goose,5,1,0
01/22/1962,"Caranavi ,Bolivia",-15.8355893,-67.5577831,Corporacion Boliviano de Fomento,,Curtiss C-46D,6,6,0
01/27/1962,"Batataevka, USSR",,,Aeroflot,,Antonov AN-10A,13,13,0
02-04-1962,"Near Tino Maria, Peru",-9.2976466,-76.0000202,Faucett,Huanuco - Pucallpa,Douglas DC-3,18,18,0
02/25/1962,"Portlamar, Margarita Island, Venezuela",10.9570221,-63.8699655,Avensa,Porlamar - Cumana,Fairchild F-27,23,23,0
02/25/1962,"Municipio de Marulanda, Colombia",5.2845918,-75.2606524,Avianca,Manizales - Bogota,Douglas C-47A,2,2,0
03-01-1962,"Jamaica Bay, New York, New York",40.6056632,-73.8713099,American Airlines,New York City - Los Angeles,Boeing B-707-123B,95,95,0
03-04-1962,"Douala, Cameroon",4.0510564,9.7678687,Caledonian Airways,Douala - Lisboa,Douglas DC-7C,111,111,0
03-06-1962,"Near Seymour, South Africa",-32.5551758,26.7525915,South African Airways,Grahamtown - Queentown,Douglas DC-3,7,2,0
03-08-1962,"Mt. Medetsiz, Turkey",37.3926333,34.6303945,Turkish Airlines (THY),Ankara - Adana,Fairchild F-27,11,11,0
03-08-1962,"Rome, Italy",41.9027835,12.4963655,Societa Aerea Mediterranea,Khartoum - Rome,Douglas DC-6B,5,5,0
03-08-1962,"Near Alencon, France",48.432856,0.091266,Military - U.S. Air Force,Training exercise,Lockheed C-130A Hercules,15,15,0
03/15/1962,"Adak, Alaska",51.8667982,-176.6385354,Flying Tiger Line,"Cold Bay, AK - Adak, AK",Lockheed 1049H Super Constellation,7,1,0
03/15/1962,"Western PacifiOcean, Philippine Sea",19.4914108,132.5509603,Flying Tiger Line,"Travis AFB - Honolulu - Agana, Guam - Clark AFB -Saigon",Lockheed 1049H Super Constellation,107,107,0
03/20/1962,Algeria,28.033886,1.659626,Military - French Air Force,,Nord 2501 Noratlas,11,11,0
03/27/1962,"Santiago de Cuba, Cuba",20.01693,-75.8301537,Cubana de Aviacion,Santiago de Cuba - Havana,Ilyushin IL-14,22,22,0
04-06-1962,"Near Villavicencio, Colombia",4.1491688,-73.6285475,Military - Colombian Air Force,Bogota - Araracuara - Villavicencio,Douglas C-47,31,31,0
04/22/1962,"Serrania del Baudo, Colombia",6.1921589,-77.2008604,AVISPA,Bahia Solano - Quibdo,Douglas C-47A-1,40,40,0
10-12-1962,"Near Camona, Spain",37.471274,-5.6418214,Iberia Airlines,Barcelona - Valencia - Seville,Convair CV-440 -62,18,18,0
05-06-1962,"Near Portsmouth, England",50.8197675,-1.0879769,East Anglian Flying Services,"Jersey, Channel Islands - Portsmouth, England",Douglas C-47A,18,12,0
05-08-1962,"Near Mong Pa Liao, Burma",21.916221,95.955974,Military - Union of Burma Air Force,,Douglas C-47,32,32,0
05-09-1962,"Vitoria, Brazil",-20.3196644,-40.3384748,Cruzeiro,Rio de Janerio - Vitoria,Convair CV-240-0,25,23,0
05-12-1962,"Godthaab, Greenland",64.1743234,-51.7372787,East Provincial Airways,Sondre Stromfjord - Godthab,Consolidated Catalina,21,15,0
05/15/1962,"Near Cairo, Egypt",30.0444196,31.2357116,United Arab Airlines,"Cairo, Egypt  - Beirut, Lebanon",Douglas DC-3,3,3,0
05/17/1962,"Near Nairobi, Kenya",-1.2920659,36.8219462,Military - U.S. Air Force,,Lockheed C-130A Hercules,13,13,0
05/22/1962,"Near Markt Schwaben, West Germany",48.1909223,11.8630208,Military - U.S. Navy,,Lockheed C121J,26,26,0
05/22/1962,"Near Unionville, Missouri",40.4769606,-93.0032614,Continental Airlines,"Chicago - Kansas City, MO",Boeing B-707-124,45,45,0
06-03-1962,"Villeneuve-le-Roi, Val-de-Marne, France",48.732026,2.407557,Air France,Paris - New York City,Boeing B-707-328,132,130,0
06-04-1962,"Sofia, Bulgaria",42.6977082,23.3218675,Aeroflot,,Tupolev Tu-104B,5,5,0
06/22/1962,"Basse-Terre, Guadaloupe, West Indies",15.9965719,-61.7317215,Air France,Paris - Pointe-a Pitre - Santaigo,Boeing B-707-328,112,112,0
06/28/1962,"Near Adler, Russia",43.4343234,39.9339462,Aeroflot,Lvov - Sochi,Antonov AN-10A,81,81,0
06/30/1962,"Near Krasnoyarsk, USSR",56.0152834,92.8932476,Aeroflot,,Tupolev TU-104A,84,84,0
07-06-1962,"Near Tashkent, Uzbekistan, USSR",41.2994958,69.2400734,Aeroflot,,Ilyushin IL-14,14,14,0
07-07-1962,"Near Junnar, Maharashtra, India",19.2031842,73.87425,Alitalia,Bangkok - Bombay,McDonnell Douglas DC-8-43,94,94,0
07-09-1962,"Off Brindisi, Italy",40.6327278,17.9417616,Trans Mediterranean Airways,,Douglas DC-4,6,6,0
07/15/1962,"Near Lahore, Pakistan",31.5203696,74.3587473,Indian Airlines,"Kabul  - Amritsar, India",Douglas C-47A,3,1,0
07/16/1962,"Loheshyphn, India",20.593684,78.96288,Kalinga Airlines,,Douglas C-47,9,9,0
07/19/1962,"Near Bangkok, Thailand",13.7563309,100.5017651,United Arab Airlines,Hong Kong - Bangkok,de Havilland Comet 4C,26,26,0
07/22/1962,"Honolulu, Hawaii",21.3098845,-157.8581401,Canadian PacifiAir Lines,"Honolulu - Nadi, Fiji",Bristol Britannia 314,40,27,0
07/28/1962,"Sochi, Russia",43.6028079,39.7341543,Aeroflot,,Antonov An-10A,81,81,0
07/30/1962,"Coulommiers, France",48.813071,3.083497,Air France,Training,Douglas DC-3,8,4,0
08-01-1962,"Near Kathmandu, Nepal",27.7172453,85.3239605,Royal Nepal Airlines,Katmandu - New Deli,Douglas DC-3,10,10,0
08/20/1962,"Rio de Janerio, Brazil",-22.9068467,-43.1728965,Panair do Brazil,Rio de Janeiro - Lisbon,McDonnell Douglas DC-8-33,105,15,0
08/23/1962,"Berranca Bermeja, Colombia",7.0617085,-73.8519319,Taxader Airlines,Berranca Bermeja - Bucaramanga,Douglas DC-3,32,20,0
08/24/1962,"Cerro Puena Paz, Peru",-9.189967,-75.015152,Faucett,,Douglas DC-3,9,9,0
09-02-1962,"Near Khabarovsk, USSR",48.4814433,135.0720667,Aeroflot,Khabarovk - Petropavlovsk,Tupolev TU-104A,86,86,0
09-03-1962,"Yanoyaki, Japan",36.204824,138.252924,Military - Japan Maritime Self Defense Force,,Lockheed P2V-7,12,12,1
09-04-1962,"Near Lake Milton, Ohio",41.0995019,-80.9703684,Private - Ashland Oil Company,,Lockheed 18 Lodestar,13,13,0
09-10-1962,"Brno, Czechoslovakia",49.1950602,16.6068371,Ceskoslovenske Aerolinie,Bratislava - Brno,Avia 14,34,11,0
09-10-1962,"Near Milan, Washington",47.9668398,-117.3316058,Military - U.S. Air Force,Ellsworth AFB - Fairchild AFB,Boeing KC-135A,44,44,0
09-10-1962,"Near Alcoche, Bolivia",-15.7501897,-67.6744192,Aerolineas Abaroa,Caranavi - Rurrenabaque,Douglas C-47A,4,4,0
09/21/1962,"Sela, India",30.4710439,76.4859494,Kalinga Airlines,,Douglas C-47A,8,8,0
09/23/1962,North AtlantiOcean,35.746512,-39.462891,Flying Tiger Line,"Gander, Newfoundland - Frankfurt, Germany",Lockheed 1049H-82 Super Constellation,76,28,0
10-10-1962,"Spt-Îles, Quebec, Canada",50.2132968,-66.3757921,Trans Canada Air Lines,,Vickers 757 Viscount,19,2,0
10-12-1962,"Manila, Philippines",14.5995124,120.9842195,Philippine Air Lines,Training,Fokker F-27 Friendship 100,3,3,0
10-12-1973,"Acapulco, Mexico",16.8531086,-99.8236533,Avionas  Banamex,,de Havilland DH-125-1A,8,8,0
10/19/1962,"Windsor Locks, Connecticut",41.9242917,-72.6454469,Allegheny Airlines,"Washington D.C. - Providence, RI",Convair CV-340/440,52,1,0
10/25/1962,"Near Moscow, Russia",55.755826,37.6173,Aeroflot,,Tupolev TU-104B,10,10,0
11-10-1962,"Near Tourane, South Vietnam",16.0544563,108.0717219,Air Vietnam (South Vietnam),Hue - Da Nang,Douglas DC-3,27,27,0
11/19/1962,"Near Nagoya, Japan",35.1814506,136.9065571,All Nippon Airways,,Vickers 828 Viscount,4,4,0
11/23/1962,"Ellicott, Maryland",39.2673283,-76.7983067,United Air Lines,Newark - Washington D.C.,Vickers Viscount 745D,18,18,0
11/23/1962,Sao Tomé & Principe,0.18636,6.613081,Military - Portuguese Air Force,,Douglas C-54D,37,23,0
11/23/1962,"Le Bourget, France",48.936752,2.425377,Malev Hungarian Airlines,Frankfurt - Paris,Ilyushin IL-18D,21,21,0
11/26/1962,"Paraibuna, Brazil",-23.3871723,-45.6628019,VASP / Private,Sao Paulo - Rio de Janeiro,Saab Scandia / Cessna 310,26,26,0
11/27/1962,"Lima, Peru",-12.0463731,-77.042754,Varig,Porto Alegre - Lima,Boeing B-707-441,97,97,0
11/30/1962,"New York, New York",40.7127753,-74.0059728,Eastern Air Lines,Charlotte - New York City,Douglas DC-7B,51,25,0
12-06-1962,"Barranca Bermeja, Colombia",7.0617085,-73.8519319,Taxader Airlines,Bucaramanga - Barrancabermeja,Douglas C-47,26,24,0
12/14/1962,"Near Manaus, Brazil",-3.1190275,-60.0217314,Panair do Brasil,Belem - Manaus,Lockheed 049-46-21 Constellation,50,50,0
12/14/1962,"Burbank, California",34.1808392,-118.3089661,Flying Tiger Line,Chicago - Burbank,Lockheed 1049H Super Constellation,5,5,3
12/19/1962,"Warsaw, Poland",52.2296756,21.0122287,LOT Polish Airlines,Berlin - Warsaw,Vickers Viscount 804,33,33,0
12/20/1962,"Kadena AB, Okinawa",26.3616176,127.7549744,Military - U.S. Air Force,,KB-50,12,12,
12/22/1962,"Near Brasilia, Brazil",-15.7975154,-47.8918874,Varig,Rio de Janeiro - Brasilia,Convair CV-240-2,40,1,0
12/28/1962,"Rotterdam, The Netherlands",51.9244201,4.4777325,Carvair ATL-98,"Southend, England - Rotterdam, The Netherlands",Channel Air Bridge,18,1,0
12/29/1962,"Monte Renosa, Corsica, France",42.468731,9.389142,Air Nautic,Bastia - Ajaccio,Boeing B307-1 Stratoliner,25,25,0
03-10-1964,"Grand Isle, Louisana",29.2366172,-89.9872941,Commercial Air Taxi,,Bell 74G,2,2,0
01/14/1963,"Barter Island, Alaska",70.1266685,-143.663435,Wien Alaska Airlines,,Beech AT-11,6,5,0
01/15/1963,"Sao Paulo, Brazil",-23.5557714,-46.6395571,Cruzeiro,,Convair CV-240-0,45,13,7
01/17/1963,"Great Salt Lake, Utah",41.115791,-112.4768287,West Coast Airlines,Training,Fairchild F-27,3,3,0
01/26/1963,"Kotzebue, Alaska",66.8969151,-162.5930667,Skyvan Airways,,Curtiss C-46F,2,1,0
01/29/1963,"Kansas City, Missouri",39.0997265,-94.5785667,Continental Airlines,"Midland, TX - Kansas City, MO",Vickers Viscount 812,8,8,0
01/30/1963,"Off Patuxent River, Maryland",38.74408218,-76.71020585,Military - U.S. Navy,,Lockheed P-3A Orion,14,14,0
02-01-1963,"Ankara, Turkey",39.9333635,32.8597419,Middle East Airlines / Military - Turkish Air ForceC-47,Nicosia - Ankara,Vickers Viscount 754D,17,17,87
02-03-1963,"San Francisco, California",37.7749295,-122.4194155,Slick Airways,,Lockheed 1049H Super Constellation,8,3,0
02-08-1963,"Syktyvkar ,Russia",61.6641145,50.8168774,Aeroflot,Training,Antonov An-10A,7,7,0
02-12-1963,"Near Miami, Florida",25.7616798,-80.1917902,Northwest Orient Airlines,Miami - Chicago,Boeing B-720-051B,43,43,0
02/28/1963,"Boston, Massachusetts",42.3600825,-71.0588801,Eastern Air Lines,,Douglas DC-7,26,0,1
03-02-1963,"Near Davao City, Philippines",7.190708,125.455341,Philippine Air Lines,Cotabato - Davao,Douglas DC-3,27,27,0
03-05-1963,"Camden, Tennesee",36.0589486,-88.0978151,Private,Kansas City - Dyersburg - Nashville,Piper PA-24-250 Comanche,4,4,0
03/15/1963,"Near Karai, Iran",29.5415894,51.7369712,Middle East Airlines,Tehran - Beirut,Avro 685 York C1,4,4,0
03/15/1963,"Near Charana, Bolivia",-17.5926979,-69.44419,Lloyd Aereo Boliviano,Arica - La Paz,Douglas DC-6B,41,41,0
03/20/1963,"Monte Matto, Italy",44.224444,7.253056,Saudi Arabian Royal Flight,Geneva - Nice,de Havilland Comet 4C,18,18,0
03/23/1963,"Misaki Mountain, Japan",34.9979457,133.9582143,Military - Japan Air Self Defense Force,,H-21B,10,10,0
11/20/1964,"Angelholm, Sweden",56.245748,12.863881,Linjefyg,,Convair CV-440,43,31,0
03/30/1963,"Near Sora, Italy",41.7188539,13.6130491,Itavia,Pescara - Rome,Douglas DC-3,11,11,0
04/14/1963,"Oslo, Norway",59.9138688,10.7522454,Icelandair,Copenhagen - Oslo,Vickers Viscount 759D,12,12,0
05-03-1963,"Near Buca, Cameroon",7.369722,12.354722,Air Afrique,Douala - Lagos,Douglas DC-6B,55,55,0
05-03-1963,"Sao Paulo, Brazil",-23.5557714,-46.6395571,Cruzeiro,Sao Paulo - Rio de Janeiro,Convair CV-340-59,50,37,0
05-12-1963,"Near Ayayda, Egypt",26.820553,30.802498,United Arab Airlines,Cairo - Alexandria,Douglas DC-3,34,34,0
06-03-1963,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",55.1209294,-131.4855123,Northwest Orient Airlines,McChord AFB - Elmendorf AFB,Douglas DC-7CF,101,101,0
06-03-1963,"Sama, India",12.9480117,77.6754741,Indian Airlines,Amritsar - Srinagar,Douglas C-47,29,29,0
06-10-1963,"Yunnan, Burma",21.916221,95.955974,Union of Burma Airways,Rangoon - Putao,Douglas DC-3,20,20,0
06/16/1963,"Bekkessamson, Romainia",45.943161,24.96676,Tarom,Munchen - Constanta,VEB 14P,31,31,0
06/16/1963,"Near Aysen, Chile",-46.378345,-72.3007623,Military - Chilean Air Force,,Douglas C-47A,20,19,0
06/23/1963,"Nar Augustdorf, West Germany",51.9092396,8.7436403,Military - Royal Belgian Air Force,,Fairchild C-119,47,38,0
06/26/1963,"Detmold, Germany",51.9384783,8.868638,Military - Belgian Air Force,,Kaiser-Fraser C-119G,47,38,0
07-01-1963,"Passo Fundo, Brazil",-28.2622705,-52.4102752,Varig,Carazinbo - Passo Fundo,Douglas DC-3,18,15,0
07-02-1963,"Rochester, New York",43.1565779,-77.6088465,Mohawk Airlines,Rochester - Newark,Martin 404,43,7,0
07-03-1963,"Mt. Ngatamahinerua, New Zealand",-37.6618199,175.8514993,New Zealand National Airways,Auckland - Whenuapai - Tauranga,Douglas DC-3,23,23,0
